date,r_fighter,b_fighter,winner,weight_class
11/13/2021,Cortney Casey,Liana Jojua,Red,Women's Flyweight
11/13/2021,Rafael Alves,Marc Diakiese,Red,Lightweight
11/13/2021,Da Woon Jung,Kennedy Nzechukwu,Red,Light Heavyweight
11/06/2021,Kamaru Usman,Colby Covington,Red,UFC Welterweight Title
11/06/2021,Rose Namajunas,Zhang Weili,Red,UFC Women's Strawweight Title
11/06/2021,Marlon Vera,Frankie Edgar,Red,Bantamweight
11/06/2021,Shane Burgos,Billy Quarantillo,Red,Featherweight
11/06/2021,Justin Gaethje,Michael Chandler,Red,Lightweight
11/06/2021,Alex Pereira,Andreas Michailidis,Red,Middleweight
11/06/2021,Bobby Green,Al Iaquinta,Red,Lightweight
11/06/2021,Chris Curtis,Phil Hawes,Red,Middleweight
11/06/2021,Nassourdine Imavov,Edmen Shahbazyan,Red,Middleweight
11/06/2021,Ian Machado Garry,Jordan Williams,Red,Welterweight
11/06/2021,Chris Barnett,Gian Villante,Red,Heavyweight
11/06/2021,Dustin Jacoby,John Allan,Red,Light Heavyweight
11/06/2021,Melsik Baghdasaryan,Bruno Souza,Red,Featherweight
11/06/2021,Ode Osbourne,CJ Vergara,Red,Flyweight
10/30/2021,Glover Teixeira,Jan Blachowicz,Red,UFC Light Heavyweight Title
10/30/2021,Petr Yan,Cory Sandhagen,Red,UFC Interim Bantamweight Title
10/30/2021,Islam Makhachev,Dan Hooker,Red,Lightweight
10/30/2021,Alexander Volkov,Marcin Tybura,Red,Heavyweight
10/30/2021,Khamzat Chimaev,Li Jingliang,Red,Welterweight
10/30/2021,Magomed Ankalaev,Volkan Oezdemir,Red,Light Heavyweight
10/30/2021,Amanda Ribas,Virna Jandiroba,Red,Women's Strawweight
10/30/2021,Zubaira Tukhugov,Ricardo Ramos,Red,Featherweight
10/30/2021,Albert Duraev,Roman Kopylov,Red,Middleweight
10/30/2021,Elizeu Zaleski dos Santos,Benoit Saint Denis,Red,Welterweight
10/30/2021,Michal Oleksiejczuk,Shamil Gamzatov,Red,Light Heavyweight
10/30/2021,Lerone Murphy,Makwan Amirkhani,Red,Featherweight
10/30/2021,Andre Petroski,Hu Yaozong,Red,Middleweight
10/30/2021,Tagir Ulanbekov,Allan Nascimento,Red,Flyweight
10/23/2021,Marvin Vettori,Paulo Costa,Red,Light Heavyweight
10/23/2021,Jessica-Rose Clark,Joselyne Edwards,Red,Women's Bantamweight
10/23/2021,Alex Caceres,SeungWoo Choi,Red,Featherweight
10/23/2021,Francisco Trinaldo,Dwight Grant,Red,Welterweight
10/23/2021,Nicolae Negumereanu,Ike Villanueva,Red,Light Heavyweight
10/23/2021,Gregory Rodrigues,JunYong Park,Red,Middleweight
10/23/2021,Mason Jones,David Onama,Red,Lightweight
10/23/2021,Tabatha Ricci,Maria Oliveira,Red,Women's Strawweight
10/23/2021,Jamie Pickett,Laureano Staropoli,Red,Middleweight
10/23/2021,Jai Herbert,Khama Worthy,Red,Lightweight
10/23/2021,Jeff Molina,Daniel Lacerda,Red,Flyweight
10/23/2021,Randa Markos,Livinha Souza,Red,Women's Strawweight
10/23/2021,Jonathan Martinez,Zviad Lazishvili,Red,Bantamweight
10/16/2021,Norma Dumont,Aspen Ladd,Red,Women's Featherweight
10/16/2021,Andrei Arlovski,Carlos Felipe,Red,Heavyweight
10/16/2021,Jim Miller,Erick Gonzalez,Red,Lightweight
10/16/2021,Manon Fiorot,Mayra Bueno Silva,Red,Women's Flyweight
10/16/2021,Nate Landwehr,Ludovit Klein,Red,Featherweight
10/16/2021,Bruno Silva,Andrew Sanchez,Red,Middleweight
10/16/2021,Danny Roberts,Ramazan Emeev,Red,Welterweight
10/16/2021,Luana Carolina,Loopy Godinez,Red,Women's Flyweight
10/16/2021,Batgerel Danaa,Brandon Davis,Red,Bantamweight
10/16/2021,Ariane Carnelossi,Istela Nunes,Red,Women's Strawweight
10/09/2021,Marina Rodriguez,Mackenzie Dern,Red,Women's Strawweight
10/09/2021,Randy Brown,Jared Gooden,Red,Welterweight
10/09/2021,Matheus Nicolau,Tim Elliott,Red,Flyweight
10/09/2021,Mariya Agapova,Sabina Mazo,Red,Women's Flyweight
10/09/2021,Chris Gutierrez,Felipe Colares,Red,Bantamweight
10/09/2021,Alexandr Romanov,Jared Vanderaa,Red,Heavyweight
10/09/2021,Damon Jackson,Charles Rosa,Red,Featherweight
10/09/2021,Loopy Godinez,Silvana Gomez Juarez,Red,Women's Strawweight
10/09/2021,Steve Garcia,Charlie Ontiveros,Red,Lightweight
10/02/2021,Thiago Santos,Johnny Walker,Red,Light Heavyweight
10/02/2021,Niko Price,Alex Oliveira,Red,Welterweight
10/02/2021,Krzysztof Jotko,Misha Cirkunov,Red,Middleweight
10/02/2021,Alexander Hernandez,Mike Breeden,Red,Lightweight
10/02/2021,Jared Gordon,Joe Solecki,Red,Lightweight
10/02/2021,Casey O'Neill,Antonina Shevchenko,Red,Women's Flyweight
10/02/2021,Karol Rosa,Bethe Correia,Red,Women's Bantamweight
10/02/2021,Jamie Mullarkey,Devonte Smith,Red,Lightweight
10/02/2021,Douglas Silva de Andrade,Gaetano Pirrello,Red,Bantamweight
10/02/2021,Stephanie Egger,Shanna Young,Red,Women's Bantamweight
10/02/2021,Alejandro Perez,Johnny Eduardo,Red,Bantamweight
09/25/2021,Alexander Volkanovski,Brian Ortega,Red,UFC Featherweight Title
09/25/2021,Valentina Shevchenko,Lauren Murphy,Red,UFC Women's Flyweight Title
09/25/2021,Robbie Lawler,Nick Diaz,Red,Middleweight
09/25/2021,Curtis Blaydes,Jairzinho Rozenstruik,Red,Heavyweight
09/25/2021,Jessica Andrade,Cynthia Calvillo,Red,Women's Flyweight
09/25/2021,Merab Dvalishvili,Marlon Moraes,Red,Bantamweight
09/25/2021,Dan Hooker,Nasrat Haqparast,Red,Lightweight
09/25/2021,Chris Daukaus,Shamil Abdurakhimov,Red,Heavyweight
09/25/2021,Taila Santos,Roxanne Modafferi,Red,Women's Flyweight
09/25/2021,Jalin Turner,Uros Medic,Red,Lightweight
09/25/2021,Nick Maximov,Cody Brundage,Red,Middleweight
09/25/2021,Matthew Semelsberger,Martin Sano,Red,Welterweight
09/25/2021,Jonathan Pearce,Omar Morales,Red,Featherweight
09/18/2021,Anthony Smith,Ryan Spann,Red,Light Heavyweight
09/18/2021,Ion Cutelaba,Devin Clark,Red,Light Heavyweight
09/18/2021,Ariane Lipski,Mandy Bohm,Red,Women's Flyweight
09/18/2021,Arman Tsarukyan,Christos Giagos,Red,Lightweight
09/18/2021,Nate Maness,Tony Gravely,Red,Bantamweight
09/18/2021,Joaquin Buckley,Antonio Arroyo,Red,Middleweight
09/18/2021,Tafon Nchukwi,Mike Rodriguez,Red,Light Heavyweight
09/18/2021,Raquel Pennington,Pannie Kianzad,Red,Women's Bantamweight
09/18/2021,Rongzhu,Brandon Jenkins,Red,Lightweight
09/18/2021,Montel Jackson,JP Buys,Red,Bantamweight
09/18/2021,Erin Blanchfield,Sarah Alpar,Red,Women's Flyweight
09/18/2021,Carlston Harris,Impa Kasanganay,Red,Welterweight
09/18/2021,Hannah Goldy,Emily Whitmire,Red,Women's Flyweight
09/04/2021,Derek Brunson,Darren Till,Red,Middleweight
09/04/2021,Tom Aspinall,Serghei Spivac,Red,Heavyweight
09/04/2021,Alex Morono,David Zawada,Red,Welterweight
09/04/2021,Khalil Rountree Jr.,Modestas Bukauskas,Red,Light Heavyweight
09/04/2021,Paddy Pimblett,Luigi Vendramini,Red,Lightweight
09/04/2021,Molly McCann,Ji Yeon Kim,Red,Women's Flyweight
09/04/2021,Jack Shore,Liudvik Sholinian,Red,Bantamweight
09/04/2021,Julian Erosa,Charles Jourdain,Red,Catch Weight
09/04/2021,Marc-Andre Barriault,Dalcha Lungiambula,Red,Middleweight
08/28/2021,Giga Chikadze,Edson Barboza,Red,Featherweight
08/28/2021,Bryan Battle,Gilbert Urbina,Red,Middleweight
08/28/2021,Ricky Turcios,Brady Hiestand,Red,Bantamweight
08/28/2021,Daniel Rodriguez,Kevin Lee,Red,Welterweight
08/28/2021,Andre Petroski,Micheal Gillmore,Red,Middleweight
08/28/2021,Gerald Meerschaert,Makhmud Muradov,Red,Middleweight
08/28/2021,Abdul Razak Alhassan,Alessio Di Chirico,Red,Middleweight
08/28/2021,Wellington Turman,Sam Alvey,Red,Middleweight
08/28/2021,Dustin Jacoby,Darren Stewart,Red,Light Heavyweight
08/28/2021,JJ Aldrich,Vanessa Demopoulos,Red,Women's Flyweight
08/28/2021,Pat Sabatini,Jamall Emmers,Red,Featherweight
08/28/2021,Mana Martinez,Guido Cannetti,Red,Bantamweight
08/21/2021,Jared Cannonier,Kelvin Gastelum,Red,Middleweight
08/21/2021,Mark Madsen,Clay Guida,Red,Lightweight
08/21/2021,Parker Porter,Chase Sherman,Red,Heavyweight
08/21/2021,Saidyokub Kakhramonov,Trevin Jones,Red,Bantamweight
08/21/2021,Vinc Pichel,Austin Hubbard,Red,Lightweight
08/21/2021,Alexandre Pantoja,Brandon Royval,Red,Flyweight
08/21/2021,Austin Lingo,Luis Saldana,Red,Featherweight
08/21/2021,Brian Kelleher,Domingo Pilarte,Red,Bantamweight
08/21/2021,Josiane Nunes,Bea Malecki,Red,Women's Bantamweight
08/21/2021,William Knight,Fabio Cherant,Red,Light Heavyweight
08/21/2021,Ignacio Bahamondes,Roosevelt Roberts,Red,Lightweight
08/21/2021,Ramiz Brahimaj,Sasha Palatnikov,Red,Welterweight
08/07/2021,Ciryl Gane,Derrick Lewis,Red,UFC Interim Heavyweight Title
08/07/2021,Jose Aldo,Pedro Munhoz,Red,Bantamweight
08/07/2021,Vicente Luque,Michael Chiesa,Red,Welterweight
08/07/2021,Tecia Torres,Angela Hill,Red,Women's Strawweight
08/07/2021,Song Yadong,Casey Kenney,Red,Bantamweight
08/07/2021,Rafael Fiziev,Bobby Green,Red,Lightweight
08/07/2021,Vince Morales,Drako Rodriguez,Red,Bantamweight
08/07/2021,Alonzo Menifield,Ed Herman,Red,Light Heavyweight
08/07/2021,Jessica Penne,Karolina Kowalkiewicz,Red,Women's Strawweight
08/07/2021,Manel Kape,Ode Osbourne,Red,Flyweight
08/07/2021,Miles Johns,Anderson Dos Santos,Red,Bantamweight
08/07/2021,Melissa Gatto,Victoria Leonardo,Red,Women's Flyweight
08/07/2021,Johnny Munoz,Jamey Simmons,Red,Bantamweight
07/31/2021,Sean Strickland,Uriah Hall,Red,Middleweight
07/31/2021,Cheyanne Vlismas,Gloria de Paula,Red,Women's Strawweight
07/31/2021,Jared Gooden,Niklas Stolze,Red,Welterweight
07/31/2021,Melsik Baghdasaryan,Collin Anglin,Red,Featherweight
07/31/2021,Jason Witt,Bryan Barberena,Red,Welterweight
07/31/2021,Chris Gruetzemacher,Rafa Garcia,Red,Lightweight
07/31/2021,Jinh Yu Frey,Ashley Yoder,Red,Women's Strawweight
07/31/2021,Zarrukh Adashev,Ryan Benoit,Red,Flyweight
07/31/2021,Phil Rowe,Orion Cosce,Red,Welterweight
07/24/2021,TJ Dillashaw,Cory Sandhagen,Red,Bantamweight
07/24/2021,Raulian Paiva,Kyler Phillips,Red,Bantamweight
07/24/2021,Darren Elkins,Darrick Minner,Red,Featherweight
07/24/2021,Maycee Barber,Miranda Maverick,Red,Women's Flyweight
07/24/2021,Adrian Yanez,Randy Costa,Red,Bantamweight
07/24/2021,Brendan Allen,Punahele Soriano,Red,Middleweight
07/24/2021,Nassourdine Imavov,Ian Heinisch,Red,Middleweight
07/24/2021,Mickey Gall,Jordan Williams,Red,Welterweight
07/24/2021,Julio Arce,Andre Ewell,Red,Bantamweight
07/24/2021,Sijara Eubanks,Elise Reed,Red,Women's Flyweight
07/24/2021,Diana Belbita,Hannah Goldy,Red,Women's Strawweight
07/17/2021,Islam Makhachev,Thiago Moises,Red,Lightweight
07/17/2021,Miesha Tate,Marion Reneau,Red,Women's Bantamweight
07/17/2021,Mateusz Gamrot,Jeremy Stephens,Red,Lightweight
07/17/2021,Rodolfo Vieira,Dustin Stoltzfus,Red,Middleweight
07/17/2021,Billy Quarantillo,Gabriel Benitez,Red,Featherweight
07/17/2021,Daniel Rodriguez,Preston Parsons,Red,Welterweight
07/17/2021,Amanda Lemos,Montserrat Conejo Ruiz,Red,Women's Strawweight
07/17/2021,Sergey Morozov,Khalid Taha,Red,Bantamweight
07/17/2021,Malcolm Gordon,Francisco Figueiredo,Red,Flyweight
07/10/2021,Dustin Poirier,Conor McGregor,Red,Lightweight
07/10/2021,Gilbert Burns,Stephen Thompson,Red,Welterweight
07/10/2021,Tai Tuivasa,Greg Hardy,Red,Heavyweight
07/10/2021,Irene Aldana,Yana Santos,Red,Women's Bantamweight
07/10/2021,Sean O'Malley,Kris Moutinho,Red,Bantamweight
07/10/2021,Max Griffin,Carlos Condit,Red,Welterweight
07/10/2021,Michel Pereira,Niko Price,Red,Welterweight
07/10/2021,Ilia Topuria,Ryan Hall,Red,Featherweight
07/10/2021,Dricus Du Plessis,Trevin Giles,Red,Middleweight
07/10/2021,Jennifer Maia,Jessica Eye,Red,Women's Flyweight
07/10/2021,Brad Tavares,Omari Akhmedov,Red,Middleweight
07/10/2021,Zhalgas Zhumagulov,Jerome Rivera,Red,Flyweight
06/26/2021,Ciryl Gane,Alexander Volkov,Red,Heavyweight
06/26/2021,Tanner Boser,Ovince Saint Preux,Red,Heavyweight
06/26/2021,Timur Valiev,Raoni Barcelos,Red,Bantamweight
06/26/2021,Tim Means,Nicolas Dalby,Red,Welterweight
06/26/2021,Renato Moicano,Jai Herbert,Red,Lightweight
06/26/2021,Kennedy Nzechukwu,Danilo Marques,Red,Light Heavyweight
06/26/2021,Shavkat Rakhmonov,Michel Prazeres,Red,Welterweight
06/26/2021,Jeremiah Wells,Warlley Alves,Red,Welterweight
06/26/2021,Marcin Prachnio,Ike Villanueva,Red,Light Heavyweight
06/26/2021,Julia Avila,Julija Stoliarenko,Red,Women's Bantamweight
06/26/2021,Charles Rosa,Justin Jaynes,Red,Featherweight
06/26/2021,Damir Hadzovic,Yancy Medeiros,Red,Lightweight
06/19/2021,Chan Sung Jung,Dan Ige,Red,Featherweight
06/19/2021,Serghei Spivac,Aleksei Oleinik,Red,Heavyweight
06/19/2021,Marlon Vera,Davey Grant,Red,Bantamweight
06/19/2021,SeungWoo Choi,Julian Erosa,Red,Featherweight
06/19/2021,Bruno Silva,Wellington Turman,Red,Middleweight
06/19/2021,Matt Brown,Dhiego Lima,Red,Welterweight
06/19/2021,Nicolae Negumereanu,Aleksa Camur,Red,Light Heavyweight
06/19/2021,Virna Jandiroba,Kanako Murata,Red,Women's Strawweight
06/19/2021,Khaos Williams,Matthew Semelsberger,Red,Welterweight
06/19/2021,Josh Parisian,Roque Martinez,Red,Heavyweight
06/19/2021,Ricky Glenn,Joaquim Silva,Red,Lightweight
06/19/2021,Casey O'Neill,Lara Procopio,Red,Women's Flyweight
06/12/2021,Israel Adesanya,Marvin Vettori,Red,UFC Middleweight Title
06/12/2021,Brandon Moreno,Deiveson Figueiredo,Red,UFC Flyweight Title
06/12/2021,Leon Edwards,Nate Diaz,Red,Welterweight
06/12/2021,Belal Muhammad,Demian Maia,Red,Welterweight
06/12/2021,Paul Craig,Jamahal Hill,Red,Light Heavyweight
06/12/2021,Brad Riddell,Drew Dober,Red,Lightweight
06/12/2021,Eryk Anders,Darren Stewart,Red,Light Heavyweight
06/12/2021,Lauren Murphy,Joanne Wood,Red,Women's Flyweight
06/12/2021,Movsar Evloev,Hakeem Dawodu,Red,Featherweight
06/12/2021,Pannie Kianzad,Alexis Davis,Red,Women's Bantamweight
06/12/2021,Terrance McKinney,Matt Frevola,Red,Lightweight
06/12/2021,Steven Peterson,Chase Hooper,Red,Featherweight
06/12/2021,Fares Ziam,Luigi Vendramini,Red,Lightweight
06/12/2021,Carlos Felipe,Jake Collier,Red,Heavyweight
06/05/2021,Jairzinho Rozenstruik,Augusto Sakai,Red,Heavyweight
06/05/2021,Marcin Tybura,Walt Harris,Red,Heavyweight
06/05/2021,Roman Dolidze,Laureano Staropoli,Red,Middleweight
06/05/2021,Santiago Ponzinibbio,Miguel Baeza,Red,Welterweight
06/05/2021,Gregory Rodrigues,Dusko Todorovic,Red,Middleweight
06/05/2021,Montana De La Rosa,Ariane Lipski,Red,Women's Flyweight
06/05/2021,Ilir Latifi,Tanner Boser,Red,Heavyweight
06/05/2021,Muslim Salikhov,Francisco Trinaldo,Red,Welterweight
06/05/2021,Kamuela Kirk,Makwan Amirkhani,Red,Featherweight
06/05/2021,Manon Fiorot,Tabatha Ricci,Red,Women's Flyweight
06/05/2021,Sean Woodson,Youssef Zalal,Red,Featherweight
06/05/2021,Claudio Puelles,Jordan Leavitt,Red,Lightweight
05/22/2021,Rob Font,Cody Garbrandt,Red,Bantamweight
05/22/2021,Carla Esparza,Yan Xiaonan,Red,Women's Strawweight
05/22/2021,Jared Vanderaa,Justin Tafa,Red,Heavyweight
05/22/2021,Norma Dumont,Felicia Spencer,Red,Women's Featherweight
05/22/2021,Ricardo Ramos,Bill Algeo,Red,Featherweight
05/22/2021,Jack Hermansson,Edmen Shahbazyan,Red,Middleweight
05/22/2021,Ben Rothwell,Chris Barnett,Red,Heavyweight
05/22/2021,Court McGee,Claudio Silva,Red,Welterweight
05/22/2021,Bruno Silva,Victor Rodriguez,Red,Flyweight
05/22/2021,Josh Culibao,Shayilan Nuerdanbieke,Red,Featherweight
05/22/2021,David Dvorak,Juancamilo Ronderos,Red,Flyweight
05/22/2021,Damir Ismagulov,Rafael Alves,Red,Lightweight
05/15/2021,Charles Oliveira,Michael Chandler,Red,UFC Lightweight Title
05/15/2021,Beneil Dariush,Tony Ferguson,Red,Lightweight
05/15/2021,Katlyn Cerminara,Viviane Araujo,Red,Women's Flyweight
05/15/2021,Edson Barboza,Shane Burgos,Red,Featherweight
05/15/2021,Andre Muniz,Jacare Souza,Red,Middleweight
05/15/2021,Lando Vannata,Mike Grundy,Red,Featherweight
05/15/2021,Jordan Wright,Jamie Pickett,Red,Middleweight
05/15/2021,Andrea Lee,Antonina Shevchenko,Red,Women's Flyweight
05/15/2021,Priscila Cachoeira,Gina Mazany,Red,Women's Flyweight
05/15/2021,Tucker Lutz,Kevin Aguilar,Red,Featherweight
05/15/2021,Christos Giagos,Sean Soriano,Red,Lightweight
05/08/2021,Marina Rodriguez,Michelle Waterson-Gomez,Red,Women's Flyweight
05/08/2021,Alex Morono,Donald Cerrone,Red,Welterweight
05/08/2021,Neil Magny,Geoff Neal,Red,Welterweight
05/08/2021,Marcos Rogerio de Lima,Maurice Greene,Red,Heavyweight
05/08/2021,Gregor Gillespie,Diego Ferreira,Red,Lightweight
05/08/2021,Phil Hawes,Kyle Daukaus,Red,Middleweight
05/08/2021,Michael Trizano,Ludovit Klein,Red,Featherweight
05/08/2021,JunYong Park,Tafon Nchukwi,Red,Middleweight
05/08/2021,Carlston Harris,Christian Aguilera,Red,Welterweight
05/01/2021,Jiri Prochazka,Dominick Reyes,Red,Light Heavyweight
05/01/2021,Giga Chikadze,Cub Swanson,Red,Featherweight
05/01/2021,Sean Strickland,Krzysztof Jotko,Red,Middleweight
05/01/2021,Merab Dvalishvili,Cody Stamann,Red,Bantamweight
05/01/2021,Luana Pinheiro,Randa Markos,Red,Women's Strawweight
05/01/2021,TJ Brown,Kai Kamaka,Red,Featherweight
05/01/2021,Luana Carolina,Poliana Botelho,Red,Women's Flyweight
05/01/2021,Loma Lookboonmee,Sam Hughes,Red,Women's Strawweight
05/01/2021,Andreas Michailidis,KB Bhullar,Red,Middleweight
05/01/2021,Felipe Colares,Luke Sanders,Red,Featherweight
04/24/2021,Kamaru Usman,Jorge Masvidal,Red,UFC Welterweight Title
04/24/2021,Rose Namajunas,Zhang Weili,Red,UFC Women's Strawweight Title
04/24/2021,Valentina Shevchenko,Jessica Andrade,Red,UFC Women's Flyweight Title
04/24/2021,Uriah Hall,Chris Weidman,Red,Middleweight
04/24/2021,Anthony Smith,Jimmy Crute,Red,Light Heavyweight
04/24/2021,Randy Brown,Alex Oliveira,Red,Welterweight
04/24/2021,Dwight Grant,Stefan Sekulic,Red,Welterweight
04/24/2021,Brendan Allen,Karl Roberson,Red,Middleweight
04/24/2021,Pat Sabatini,Tristan Connelly,Red,Featherweight
04/24/2021,Batgerel Danaa,Kevin Natividad,Red,Bantamweight
04/24/2021,Kazula Vargas,Rongzhu,Red,Lightweight
04/24/2021,Jeff Molina,Aoriqileng,Red,Flyweight
04/24/2021,Ariane Carnelossi,Liang Na,Red,Women's Strawweight
04/17/2021,Robert Whittaker,Kelvin Gastelum,Red,Middleweight
04/17/2021,Andrei Arlovski,Chase Sherman,Red,Heavyweight
04/17/2021,Jacob Malkoun,Abdul Razak Alhassan,Red,Middleweight
04/17/2021,Tracy Cortez,Justine Kish,Red,Women's Flyweight
04/17/2021,Luis Pena,Alexander Munoz,Red,Lightweight
04/17/2021,Alexandr Romanov,Juan Espino,Red,Heavyweight
04/17/2021,Jessica Penne,Loopy Godinez,Red,Women's Strawweight
04/17/2021,Gerald Meerschaert,Bartosz Fabinski,Red,Middleweight
04/17/2021,Austin Hubbard,Dakota Bush,Red,Lightweight
04/17/2021,Tony Gravely,Anthony Birchak,Red,Bantamweight
04/10/2021,Marvin Vettori,Kevin Holland,Red,Middleweight
04/10/2021,Arnold Allen,Sodiq Yusuff,Red,Featherweight
04/10/2021,Julian Marquez,Sam Alvey,Red,Middleweight
04/10/2021,Mackenzie Dern,Nina Nunes,Red,Women's Strawweight
04/10/2021,Daniel Rodriguez,Mike Perry,Red,Welterweight
04/10/2021,Joe Solecki,Jim Miller,Red,Lightweight
04/10/2021,Mateusz Gamrot,Scott Holtzman,Red,Lightweight
04/10/2021,John Makdessi,Ignacio Bahamondes,Red,Lightweight
04/10/2021,Jarjis Danho,Yorgan De Castro,Red,Heavyweight
04/10/2021,Jack Shore,Hunter Azure,Red,Bantamweight
04/10/2021,Luis Saldana,Jordan Griffin,Red,Featherweight
04/10/2021,Da Woon Jung,William Knight,Red,Light Heavyweight
04/10/2021,Impa Kasanganay,Sasha Palatnikov,Red,Welterweight
03/27/2021,Francis Ngannou,Stipe Miocic,Red,UFC Heavyweight Title
03/27/2021,Vicente Luque,Tyron Woodley,Red,Welterweight
03/27/2021,Sean O'Malley,Thomas Almeida,Red,Bantamweight
03/27/2021,Miranda Maverick,Gillian Robertson,Red,Women's Flyweight
03/27/2021,Jamie Mullarkey,Khama Worthy,Red,Lightweight
03/27/2021,Alonzo Menifield,Fabio Cherant,Red,Light Heavyweight
03/27/2021,Abubakar Nurmagomedov,Jared Gooden,Red,Welterweight
03/27/2021,Michal Oleksiejczuk,Modestas Bukauskas,Red,Light Heavyweight
03/27/2021,Omar Morales,Shane Young,Red,Featherweight
03/27/2021,Marc-Andre Barriault,Abu Azaitar,Red,Middleweight
03/20/2021,Derek Brunson,Kevin Holland,Red,Middleweight
03/20/2021,Max Griffin,Song Kenan,Red,Welterweight
03/20/2021,Montserrat Conejo Ruiz,Cheyanne Vlismas,Red,Women's Strawweight
03/20/2021,Adrian Yanez,Gustavo Lopez,Red,Bantamweight
03/20/2021,Tai Tuivasa,Harry Hunsucker,Red,Heavyweight
03/20/2021,Macy Chiasson,Marion Reneau,Red,Women's Bantamweight
03/20/2021,Grant Dawson,Leonardo Santos,Red,Lightweight
03/20/2021,Trevin Giles,Roman Dolidze,Red,Middleweight
03/20/2021,Montel Jackson,Jesse Strader,Red,Bantamweight
03/20/2021,Bruno Silva,JP Buys,Red,Flyweight
03/13/2021,Ryan Spann,Misha Cirkunov,Red,Light Heavyweight
03/13/2021,Dan Ige,Gavin Tucker,Red,Featherweight
03/13/2021,Davey Grant,Jonathan Martinez,Red,Bantamweight
03/13/2021,Matheus Nicolau,Manel Kape,Red,Flyweight
03/13/2021,Angela Hill,Ashley Yoder,Red,Women's Strawweight
03/13/2021,Charles Jourdain,Marcelo Rojo,Red,Featherweight
03/13/2021,Rani Yahya,Ray Rodriguez,Red,Bantamweight
03/13/2021,Nasrat Haqparast,Rafa Garcia,Red,Lightweight
03/13/2021,JJ Aldrich,Cortney Casey,Red,Women's Flyweight
03/13/2021,Jinh Yu Frey,Gloria de Paula,Red,Women's Strawweight
03/13/2021,Matthew Semelsberger,Jason Witt,Red,Welterweight
03/06/2021,Jan Blachowicz,Israel Adesanya,Red,UFC Light Heavyweight Title
03/06/2021,Amanda Nunes,Megan Anderson,Red,UFC Women's Featherweight Title
03/06/2021,Aljamain Sterling,Petr Yan,Red,UFC Bantamweight Title
03/06/2021,Islam Makhachev,Drew Dober,Red,Lightweight
03/06/2021,Aleksandar Rakic,Thiago Santos,Red,Light Heavyweight
03/06/2021,Dominick Cruz,Casey Kenney,Red,Bantamweight
03/06/2021,Kyler Phillips,Song Yadong,Red,Bantamweight
03/06/2021,Askar Askarov,Joseph Benavidez,Red,Flyweight
03/06/2021,Kai Kara-France,Rogerio Bontorin,Red,Flyweight
03/06/2021,Tim Elliott,Jordan Espinosa,Red,Flyweight
03/06/2021,Kennedy Nzechukwu,Carlos Ulberg,Red,Light Heavyweight
03/06/2021,Sean Brady,Jake Matthews,Red,Welterweight
03/06/2021,Amanda Lemos,Livinha Souza,Red,Women's Strawweight
03/06/2021,Uros Medic,Aalon Cruz,Red,Lightweight
03/06/2021,Trevin Jones,Mario Bautista,Red,Bantamweight
02/27/2021,Ciryl Gane,Jairzinho Rozenstruik,Red,Heavyweight
02/27/2021,Magomed Ankalaev,Nikita Krylov,Red,Light Heavyweight
02/27/2021,Pedro Munhoz,Jimmie Rivera,Red,Bantamweight
02/27/2021,Alex Caceres,Kevin Croom,Red,Featherweight
02/27/2021,Thiago Moises,Alexander Hernandez,Red,Lightweight
02/27/2021,Alexis Davis,Sabina Mazo,Red,Women's Bantamweight
02/27/2021,Ronnie Lawrence,Vince Cachero,Red,Bantamweight
02/27/2021,Dustin Jacoby,Maxim Grishin,Red,Light Heavyweight
02/20/2021,Derrick Lewis,Curtis Blaydes,Red,Heavyweight
02/20/2021,Yana Santos,Ketlen Vieira,Red,Women's Bantamweight
02/20/2021,Darrick Minner,Charles Rosa,Red,Featherweight
02/20/2021,Chris Daukaus,Aleksei Oleinik,Red,Heavyweight
02/20/2021,Phil Hawes,Nassourdine Imavov,Red,Middleweight
02/20/2021,Tom Aspinall,Andrei Arlovski,Red,Heavyweight
02/20/2021,Jared Gordon,Danny Chavez,Red,Featherweight
02/20/2021,John Castaneda,Eddie Wineland,Red,Bantamweight
02/20/2021,Julian Erosa,Nate Landwehr,Red,Featherweight
02/20/2021,Casey O'Neill,Shana Dobson,Red,Women's Flyweight
02/20/2021,Aiemann Zahabi,Drako Rodriguez,Red,Bantamweight
02/20/2021,Serghei Spivac,Jared Vanderaa,Red,Heavyweight
02/13/2021,Kamaru Usman,Gilbert Burns,Red,UFC Welterweight Title
02/13/2021,Alexa Grasso,Maycee Barber,Red,Women's Flyweight
02/13/2021,Kelvin Gastelum,Ian Heinisch,Red,Middleweight
02/13/2021,Ricky Simon,Brian Kelleher,Red,Featherweight
02/13/2021,Julian Marquez,Maki Pitolo,Red,Middleweight
02/13/2021,Anthony Hernandez,Rodolfo Vieira,Red,Middleweight
02/13/2021,Belal Muhammad,Dhiego Lima,Red,Welterweight
02/13/2021,Polyana Viana,Mallory Martin,Red,Women's Strawweight
02/13/2021,Chris Gutierrez,Andre Ewell,Red,Catch Weight
02/13/2021,Gabe Green,Phil Rowe,Red,Welterweight
02/06/2021,Alexander Volkov,Alistair Overeem,Red,Heavyweight
02/06/2021,Cory Sandhagen,Frankie Edgar,Red,Bantamweight
02/06/2021,Clay Guida,Michael Johnson,Red,Lightweight
02/06/2021,Alexandre Pantoja,Manel Kape,Red,Flyweight
