date,r_fighter,b_fighter,winner,weight_class
08/15/2020,Vinc Pichel,Jim Miller,Red,Lightweight
08/15/2020,Felice Herrig,Virna Jandiroba,Blue,Women's Strawweight
08/15/2020,TJ Brown,Danny Chavez,Blue,Featherweight
08/15/2020,Livinha Souza,Ashley Yoder,Red,Women's Strawweight
08/15/2020,Parker Porter,Chris Daukaus,Blue,Heavyweight
08/15/2020,Kai Kamaka,Tony Kelley,Red,Featherweight
08/08/2020,Aleksei Oleinik,Derrick Lewis,Blue,Heavyweight
08/08/2020,Chris Weidman,Omari Akhmedov,Red,Middleweight
08/08/2020,Maki Pitolo,Darren Stewart,Blue,Middleweight
08/08/2020,Julija Stoliarenko,Yana Santos,Blue,Women's Bantamweight
08/08/2020,Scott Holtzman,Beneil Dariush,Blue,Lightweight
08/08/2020,Tim Means,Laureano Staropoli,Red,Welterweight
08/08/2020,Joaquin Buckley,Kevin Holland,Blue,Middleweight
08/08/2020,Alexander Munoz,Nasrat Haqparast,Blue,Lightweight
08/08/2020,Andrew Sanchez,Wellington Turman,Red,Middleweight
08/08/2020,Gavin Tucker,Justin Jaynes,Red,Featherweight
08/08/2020,Youssef Zalal,Peter Barrett,Red,Featherweight
08/08/2020,Ali AlQaisi,Irwin Rivera,Blue,Bantamweight
08/01/2020,Edmen Shahbazyan,Derek Brunson,Blue,Middleweight
08/01/2020,Joanne Wood,Jennifer Maia,Blue,Women's Flyweight
08/01/2020,Vicente Luque,Randy Brown,Red,Welterweight
08/01/2020,Lando Vannata,Bobby Green,Blue,Lightweight
08/01/2020,Jonathan Martinez,Frankie Saenz,Red,Bantamweight
08/01/2020,Nate Maness,Johnny Munoz,Red,Featherweight
08/01/2020,Vince Cachero,Jamall Emmers,Blue,Featherweight
07/25/2020,Robert Whittaker,Darren Till,Red,Middleweight
07/25/2020,Rogerio Nogueira,Mauricio Rua,Blue,Light Heavyweight
07/25/2020,Alexander Gustafsson,Fabricio Werdum,Blue,Heavyweight
07/25/2020,Marina Rodriguez,Carla Esparza,Blue,Women's Strawweight
07/25/2020,Paul Craig,Gadzhimurad Antigulov,Red,Light Heavyweight
07/25/2020,Peter Sobotta,Alex Oliveira,Blue,Welterweight
07/25/2020,Khamzat Chimaev,Rhys McKee,Red,Welterweight
07/25/2020,Jai Herbert,Francisco Trinaldo,Blue,Lightweight
07/25/2020,Tom Aspinall,Jake Collier,Red,Heavyweight
07/25/2020,Mike Grundy,Movsar Evloev,Blue,Featherweight
07/25/2020,Tanner Boser,Raphael Pessoa,Red,Heavyweight
07/25/2020,Pannie Kianzad,Bethe Correia,Red,Women's Bantamweight
07/25/2020,Niklas Stolze,Ramazan Emeev,Blue,Welterweight
07/25/2020,John Castaneda,Nathaniel Wood,Blue,Bantamweight
07/18/2020,Deiveson Figueiredo,Joseph Benavidez,Red,UFC Flyweight Title
07/18/2020,Kelvin Gastelum,Jack Hermansson,Blue,Middleweight
07/18/2020,Marc Diakiese,Rafael Fiziev,Blue,Lightweight
07/18/2020,Ariane Lipski,Luana Carolina,Red,Women's Flyweight
07/18/2020,Askar Askarov,Alexandre Pantoja,Red,Flyweight
07/18/2020,Khadis Ibragimov,Roman Dolidze,Blue,Light Heavyweight
07/18/2020,Grant Dawson,Nad Narimani,Red,Catch Weight
07/18/2020,Joel Alvarez,Joe Duffy,Red,Lightweight
07/18/2020,Brett Johns,Montel Jackson,Red,Bantamweight
07/18/2020,Malcolm Gordon,Amir Albazi,Blue,Bantamweight
07/18/2020,Davi Ramos,Arman Tsarukyan,Blue,Lightweight
07/18/2020,Carlos Felipe,Serghei Spivac,Blue,Heavyweight
07/15/2020,Dan Ige,Calvin Kattar,Blue,Featherweight
07/15/2020,Ryan Benoit,Tim Elliott,Blue,Flyweight
07/15/2020,Cody Stamann,Jimmie Rivera,Blue,Featherweight
07/15/2020,Molly McCann,Taila Santos,Blue,Women's Flyweight
07/15/2020,Abdul Razak Alhassan,Mounir Lazzez,Blue,Welterweight
07/15/2020,John Phillips,Khamzat Chimaev,Blue,Middleweight
07/15/2020,Lerone Murphy,Ricardo Ramos,Red,Featherweight
07/15/2020,Modestas Bukauskas,Andreas Michailidis,Red,Light Heavyweight
07/15/2020,Chris Fishgold,Jared Gordon,Blue,Featherweight
07/15/2020,Liana Jojua,Diana Belbita,Red,Women's Flyweight
07/15/2020,Jack Shore,Aaron Phillips,Red,Bantamweight
07/11/2020,Jorge Masvidal,Kamaru Usman,Blue,UFC Welterweight Title
07/11/2020,Max Holloway,Alexander Volkanovski,Blue,UFC Featherweight Title
07/11/2020,Jose Aldo,Petr Yan,Blue,UFC Bantamweight Title
07/11/2020,Rose Namajunas,Jessica Andrade,Red,Women's Strawweight
07/11/2020,Paige VanZant,Amanda Ribas,Blue,Women's Flyweight
07/11/2020,Volkan Oezdemir,Jiri Prochazka,Blue,Light Heavyweight
07/11/2020,Elizeu Zaleski dos Santos,Muslim Salikhov,Blue,Welterweight
07/11/2020,Makwan Amirkhani,Danny Henry,Red,Featherweight
07/11/2020,Roman Bogatov,Leonardo Santos,Blue,Lightweight
07/11/2020,Maxim Grishin,Marcin Tybura,Blue,Heavyweight
07/11/2020,Raulian Paiva,Zhalgas Zhumagulov,Red,Flyweight
07/11/2020,Vanessa Melo,Karol Rosa,Blue,Women's Bantamweight
07/11/2020,Martin Day,Davey Grant,Blue,Bantamweight
06/27/2020,Dan Hooker,Dustin Poirier,Blue,Lightweight
06/27/2020,Mickey Gall,Mike Perry,Blue,Welterweight
06/27/2020,Maurice Greene,Gian Villante,Red,Heavyweight
06/27/2020,Brendan Allen,Kyle Daukaus,Red,Middleweight
06/27/2020,Takashi Sato,Jason Witt,Red,Welterweight
06/27/2020,Julian Erosa,Sean Woodson,Red,Catch Weight
06/27/2020,Khama Worthy,Luis Pena,Red,Lightweight
06/27/2020,Philipe Lins,Tanner Boser,Blue,Heavyweight
06/27/2020,Kay Hansen,Jinh Yu Frey,Red,Women's Strawweight
06/27/2020,Youssef Zalal,Jordan Griffin,Red,Featherweight
06/20/2020,Curtis Blaydes,Alexander Volkov,Red,Heavyweight
06/20/2020,Josh Emmett,Shane Burgos,Red,Featherweight
06/20/2020,Raquel Pennington,Marion Reneau,Red,Women's Bantamweight
06/20/2020,Lyman Good,Belal Muhammad,Blue,Welterweight
06/20/2020,Roosevelt Roberts,Jim Miller,Blue,Catch Weight
06/20/2020,Clay Guida,Bobby Green,Blue,Lightweight
06/20/2020,Brianna Fortino,Tecia Torres,Blue,Women's Strawweight
06/20/2020,Gillian Robertson,Cortney Casey,Red,Women's Flyweight
06/20/2020,Frank Camacho,Justin Jaynes,Blue,Lightweight
06/20/2020,Lauren Murphy,Roxanne Modafferi,Red,Women's Flyweight
06/20/2020,Max Rohskopf,Austin Hubbard,Blue,Lightweight
06/13/2020,Jessica Eye,Cynthia Calvillo,Blue,Women's Flyweight
06/13/2020,Karl Roberson,Marvin Vettori,Blue,Middleweight
06/13/2020,Charles Rosa,Kevin Aguilar,Red,Lightweight
06/13/2020,Andre Fili,Charles Jourdain,Red,Featherweight
06/13/2020,Mark De La Rosa,Jordan Espinosa,Blue,Bantamweight
06/13/2020,Mariya Agapova,Hannah Cifers,Red,Women's Flyweight
06/13/2020,Merab Dvalishvili,Gustavo Lopez,Red,Catch Weight
06/13/2020,Julia Avila,Gina Mazany,Red,Women's Bantamweight
06/13/2020,Zarrukh Adashev,Tyson Nam,Blue,Bantamweight
06/13/2020,Anthony Ivy,Christian Aguilera,Blue,Welterweight
06/06/2020,Felicia Spencer,Amanda Nunes,Blue,UFC Women's Featherweight Title
06/06/2020,Cody Garbrandt,Raphael Assuncao,Red,Bantamweight
06/06/2020,Cory Sandhagen,Aljamain Sterling,Blue,Bantamweight
06/06/2020,Anthony Rocco Martin,Neil Magny,Blue,Welterweight
06/06/2020,Sean O'Malley,Eddie Wineland,Red,Bantamweight
06/06/2020,Chase Hooper,Alex Caceres,Blue,Featherweight
06/06/2020,Gerald Meerschaert,Ian Heinisch,Blue,Middleweight
06/06/2020,Brian Kelleher,Cody Stamann,Blue,Featherweight
06/06/2020,Maki Pitolo,Charles Byrd,Red,Middleweight
06/06/2020,Jussier Formiga,Alex Perez,Blue,Flyweight
06/06/2020,Alonzo Menifield,Devin Clark,Blue,Light Heavyweight
06/06/2020,Herbert Burns,Evan Dunham,Red,Catch Weight
05/30/2020,Tyron Woodley,Gilbert Burns,Blue,Welterweight
05/30/2020,Augusto Sakai,Blagoy Ivanov,Red,Heavyweight
05/30/2020,Billy Quarantillo,Spike Carlyle,Red,Catch Weight
05/30/2020,Roosevelt Roberts,Brok Weaver,Red,Lightweight
05/30/2020,Hannah Cifers,Mackenzie Dern,Blue,Women's Strawweight
05/30/2020,Antonina Shevchenko,Katlyn Cerminara,Blue,Women's Flyweight
05/30/2020,Daniel Rodriguez,Gabe Green,Red,Welterweight
05/30/2020,Tim Elliott,Brandon Royval,Blue,Flyweight
05/30/2020,Casey Kenney,Louis Smolka,Red,Bantamweight
05/30/2020,Chris Gutierrez,Vince Morales,Red,Featherweight
05/16/2020,Walt Harris,Alistair Overeem,Blue,Heavyweight
05/16/2020,Angela Hill,Claudia Gadelha,Blue,Women's Strawweight
05/16/2020,Dan Ige,Edson Barboza,Red,Featherweight
05/16/2020,Eryk Anders,Krzysztof Jotko,Blue,Middleweight
05/16/2020,Marlon Vera,Song Yadong,Blue,Featherweight
05/16/2020,Miguel Baeza,Matt Brown,Red,Welterweight
05/16/2020,Anthony Hernandez,Kevin Holland,Blue,Middleweight
05/16/2020,Giga Chikadze,Irwin Rivera,Red,Featherweight
05/16/2020,Nate Landwehr,Darren Elkins,Red,Featherweight
05/16/2020,Cortney Casey,Mara Romero Borella,Red,Women's Flyweight
05/16/2020,Don'Tale Mayes,Rodrigo Nascimento,Blue,Heavyweight
05/13/2020,Anthony Smith,Glover Teixeira,Blue,Light Heavyweight
05/13/2020,Ovince Saint Preux,Ben Rothwell,Blue,Heavyweight
05/13/2020,Drew Dober,Alexander Hernandez,Red,Lightweight
05/13/2020,Ray Borg,Ricky Simon,Blue,Bantamweight
05/13/2020,Andrei Arlovski,Philipe Lins,Red,Heavyweight
05/13/2020,Thiago Moises,Michael Johnson,Red,Lightweight
05/13/2020,Sijara Eubanks,Sarah Moras,Red,Women's Bantamweight
05/13/2020,Gabriel Benitez,Omar Morales,Blue,Lightweight
05/13/2020,Brian Kelleher,Hunter Azure,Red,Featherweight
05/13/2020,Ike Villanueva,Chase Sherman,Blue,Heavyweight
05/09/2020,Tony Ferguson,Justin Gaethje,Blue,UFC Interim Lightweight Title
05/09/2020,Henry Cejudo,Dominick Cruz,Red,UFC Bantamweight Title
05/09/2020,Jairzinho Rozenstruik,Francis Ngannou,Blue,Heavyweight
05/09/2020,Calvin Kattar,Jeremy Stephens,Red,Featherweight
05/09/2020,Greg Hardy,Yorgan De Castro,Red,Heavyweight
05/09/2020,Donald Cerrone,Anthony Pettis,Blue,Welterweight
05/09/2020,Fabricio Werdum,Aleksei Oleinik,Blue,Heavyweight
05/09/2020,Carla Esparza,Michelle Waterson-Gomez,Red,Women's Strawweight
05/09/2020,Niko Price,Vicente Luque,Blue,Welterweight
05/09/2020,Bryce Mitchell,Charles Rosa,Red,Featherweight
05/09/2020,Ryan Spann,Sam Alvey,Red,Light Heavyweight
03/14/2020,Kevin Lee,Charles Oliveira,Blue,Lightweight
03/14/2020,Gilbert Burns,Demian Maia,Red,Welterweight
03/14/2020,Damir Hadzovic,Renato Moicano,Blue,Lightweight
03/14/2020,Nikita Krylov,Johnny Walker,Red,Light Heavyweight
03/14/2020,John Makdessi,Francisco Trinaldo,Blue,Lightweight
03/14/2020,Jussier Formiga,Brandon Moreno,Blue,Flyweight
03/14/2020,Randa Markos,Amanda Ribas,Blue,Women's Strawweight
03/14/2020,Aleksei Kunchenko,Elizeu Zaleski dos Santos,Blue,Welterweight
03/14/2020,Mayra Bueno Silva,Maryna Moroz,Blue,Women's Flyweight
03/14/2020,Bruno Silva,David Dvorak,Blue,Flyweight
03/14/2020,Bea Malecki,Veronica Hardy,Red,Women's Bantamweight
03/07/2020,Yoel Romero,Israel Adesanya,Blue,UFC Middleweight Title
03/07/2020,Zhang Weili,Joanna Jedrzejczyk,Red,UFC Women's Strawweight Title
03/07/2020,Drakkar Klose,Beneil Dariush,Blue,Lightweight
03/07/2020,Li Jingliang,Neil Magny,Blue,Welterweight
03/07/2020,Alex Oliveira,Max Griffin,Red,Welterweight
03/07/2020,Jose Quinonez,Sean O'Malley,Blue,Bantamweight
03/07/2020,Mark Madsen,Austin Hubbard,Red,Lightweight
03/07/2020,Rodolfo Vieira,Saparbeg Safarov,Red,Middleweight
03/07/2020,Deron Winn,Gerald Meerschaert,Blue,Middleweight
03/07/2020,Jamall Emmers,Giga Chikadze,Blue,Featherweight
03/07/2020,Batgerel Danaa,Guido Cannetti,Red,Bantamweight
02/29/2020,Joseph Benavidez,Deiveson Figueiredo,Blue,Flyweight
02/29/2020,Zarah Fairn,Felicia Spencer,Blue,Women's Featherweight
02/29/2020,Ion Cutelaba,Magomed Ankalaev,Blue,Light Heavyweight
02/29/2020,Megan Anderson,Norma Dumont,Red,Women's Featherweight
02/29/2020,Darrick Minner,Grant Dawson,Blue,Featherweight
02/29/2020,Kyler Phillips,Gabriel Silva,Red,Bantamweight
02/29/2020,Tom Breese,Brendan Allen,Blue,Middleweight
02/29/2020,Serghei Spivac,Marcin Tybura,Blue,Heavyweight
02/29/2020,Steve Garcia,Luis Pena,Blue,Lightweight
02/29/2020,TJ Brown,Jordan Griffin,Blue,Featherweight
02/29/2020,Spike Carlyle,Aalon Cruz,Red,Featherweight
02/29/2020,Ismail Naurdiev,Sean Brady,Blue,Welterweight
02/22/2020,Dan Hooker,Paul Felder,Red,Lightweight
02/22/2020,Jimmy Crute,Michal Oleksiejczuk,Red,Light Heavyweight
02/22/2020,Yan Xiaonan,Karolina Kowalkiewicz,Red,Women's Strawweight
02/22/2020,Marcos Rogerio de Lima,Ben Sosoli,Red,Heavyweight
02/22/2020,Magomed Mustafaev,Brad Riddell,Blue,Lightweight
02/22/2020,Zubaira Tukhugov,Kevin Aguilar,Red,Featherweight
02/22/2020,Jalin Turner,Josh Culibao,Red,Lightweight
02/22/2020,Jake Matthews,Emil Meek,Red,Welterweight
02/22/2020,Callan Potter,Song Kenan,Blue,Welterweight
02/22/2020,Kai Kara-France,Tyson Nam,Red,Flyweight
02/22/2020,Angela Hill,Loma Lookboonmee,Red,Women's Strawweight
02/22/2020,Shana Dobson,Priscila Cachoeira,Blue,Women's Flyweight
02/15/2020,Jan Blachowicz,Corey Anderson,Red,Light Heavyweight
02/15/2020,Michel Pereira,Diego Sanchez,Blue,Welterweight
02/15/2020,Mara Romero Borella,Montana De La Rosa,Blue,Women's Flyweight
02/15/2020,Kazula Vargas,Brok Weaver,Blue,Lightweight
02/15/2020,Ray Borg,Rogerio Bontorin,Red,Flyweight
02/15/2020,Lando Vannata,Yancy Medeiros,Red,Lightweight
02/15/2020,Daniel Rodriguez,Tim Means,Red,Welterweight
02/15/2020,Nathaniel Wood,John Dodson,Blue,Bantamweight
02/15/2020,Jim Miller,Scott Holtzman,Blue,Lightweight
02/15/2020,Devin Clark,Dequan Townsend,Red,Light Heavyweight
02/15/2020,Casey Kenney,Merab Dvalishvili,Blue,Bantamweight
02/15/2020,Macy Chiasson,Shanna Young,Red,Women's Bantamweight
02/15/2020,Mark De La Rosa,Raulian Paiva,Blue,Flyweight
02/08/2020,Jon Jones,Dominick Reyes,Red,UFC Light Heavyweight Title
02/08/2020,Valentina Shevchenko,Katlyn Cerminara,Red,UFC Women's Flyweight Title
02/08/2020,Juan Adams,Justin Tafa,Blue,Heavyweight
02/08/2020,Dan Ige,Mirsad Bektic,Red,Featherweight
02/08/2020,Derrick Lewis,Ilir Latifi,Red,Heavyweight
02/08/2020,James Krause,Trevin Giles,Blue,Middleweight
02/08/2020,Lauren Murphy,Andrea Lee,Red,Women's Flyweight
02/08/2020,Alex Morono,Khaos Williams,Blue,Welterweight
02/08/2020,Mario Bautista,Miles Johns,Red,Bantamweight
02/08/2020,Andre Ewell,Jonathan Martinez,Red,Bantamweight
02/08/2020,Austin Lingo,Youssef Zalal,Blue,Featherweight
01/25/2020,Junior Dos Santos,Curtis Blaydes,Blue,Heavyweight
01/25/2020,Michael Chiesa,Rafael Dos Anjos,Red,Welterweight
01/25/2020,Alex Perez,Jordan Espinosa,Red,Flyweight
01/25/2020,Angela Hill,Hannah Cifers,Red,Women's Strawweight
01/25/2020,Darko Stosic,Jamahal Hill,Blue,Light Heavyweight
01/25/2020,Dequan Townsend,Bevon Lewis,Blue,Middleweight
01/25/2020,Arnold Allen,Nik Lentz,Red,Featherweight
01/25/2020,Justine Kish,Lucie Pudilova,Red,Women's Flyweight
01/25/2020,Felipe Colares,Montel Jackson,Blue,Bantamweight
01/25/2020,Sara McMann,Lina Lansberg,Red,Women's Bantamweight
01/25/2020,Tony Gravely,Brett Johns,Blue,Bantamweight
01/25/2020,Nate Landwehr,Herbert Burns,Blue,Featherweight
01/18/2020,Donald Cerrone,Conor McGregor,Blue,Welterweight
01/18/2020,Raquel Pennington,Holly Holm,Blue,Women's Bantamweight
01/18/2020,Aleksei Oleinik,Maurice Greene,Red,Heavyweight
01/18/2020,Brian Kelleher,Ode Osbourne,Red,Bantamweight
01/18/2020,Anthony Pettis,Diego Ferreira,Blue,Lightweight
01/18/2020,Maycee Barber,Roxanne Modafferi,Blue,Women's Flyweight
01/18/2020,Andre Fili,Sodiq Yusuff,Blue,Featherweight
01/18/2020,Tim Elliott,Askar Askarov,Blue,Flyweight
01/18/2020,Drew Dober,Nasrat Haqparast,Red,Lightweight
01/18/2020,Justin Ledet,Aleksa Camur,Blue,Light Heavyweight
01/18/2020,JJ Aldrich,Sabina Mazo,Blue,Women's Flyweight
12/21/2019,Frankie Edgar,Chan Sung Jung,Blue,Featherweight
12/21/2019,Volkan Oezdemir,Aleksandar Rakic,Red,Light Heavyweight
12/21/2019,Dooho Choi,Charles Jourdain,Blue,Featherweight
12/21/2019,Mike Rodriguez,Da Woon Jung,Blue,Light Heavyweight
12/21/2019,JunYong Park,Marc-Andre Barriault,Red,Middleweight
12/21/2019,Pingyuan Liu,Kyung Ho Kang,Blue,Bantamweight
12/21/2019,Ciryl Gane,Tanner Boser,Red,Heavyweight
12/21/2019,Suman Mokhtarian,SeungWoo Choi,Blue,Featherweight
12/21/2019,Omar Morales,Dong Hyun Ma,Red,Lightweight
12/21/2019,Alexandre Pantoja,Matt Schnell,Red,Flyweight
12/21/2019,Raoni Barcelos,Said Nurmagomedov,Red,Bantamweight
12/21/2019,Amanda Lemos,Miranda Granger,Red,Women's Strawweight
12/21/2019,Alatengheili,Ryan Benoit,Red,Bantamweight
12/14/2019,Colby Covington,Kamaru Usman,Blue,UFC Welterweight Title
12/14/2019,Max Holloway,Alexander Volkanovski,Blue,UFC Featherweight Title
12/14/2019,Amanda Nunes,Germaine de Randamie,Red,UFC Women's Bantamweight Title
12/14/2019,Marlon Moraes,Jose Aldo,Red,Bantamweight
12/14/2019,Urijah Faber,Petr Yan,Blue,Bantamweight
12/14/2019,Geoff Neal,Mike Perry,Red,Welterweight
12/14/2019,Irene Aldana,Ketlen Vieira,Red,Women's Bantamweight
12/14/2019,Omari Akhmedov,Ian Heinisch,Red,Middleweight
12/14/2019,Matt Brown,Ben Saunders,Red,Welterweight
12/14/2019,Daniel Teymur,Chase Hooper,Blue,Featherweight
12/14/2019,Brandon Moreno,Kai Kara-France,Red,Flyweight
12/14/2019,Jessica Eye,Viviane Araujo,Red,Women's Flyweight
12/14/2019,Oskar Piechota,Punahele Soriano,Blue,Middleweight
12/07/2019,Alistair Overeem,Jairzinho Rozenstruik,Blue,Heavyweight
12/07/2019,Ben Rothwell,Stefan Struve,Red,Heavyweight
12/07/2019,Aspen Ladd,Yana Santos,Red,Women's Bantamweight
12/07/2019,Rob Font,Ricky Simon,Red,Bantamweight
12/07/2019,Thiago Alves,Tim Means,Blue,Welterweight
12/07/2019,Billy Quarantillo,Jacob Kilburn,Red,Featherweight
12/07/2019,Bryce Mitchell,Matt Sayles,Red,Featherweight
12/07/2019,Matt Wiman,Joe Solecki,Blue,Lightweight
12/07/2019,Mallory Martin,Virna Jandiroba,Blue,Women's Strawweight
12/07/2019,Trevor Smith,Makhmud Muradov,Blue,Middleweight
11/16/2019,Jacare Souza,Jan Blachowicz,Blue,Light Heavyweight
11/16/2019,Charles Oliveira,Jared Gordon,Red,Lightweight
11/16/2019,Andre Muniz,Antonio Arroyo,Red,Middleweight
11/16/2019,Wellington Turman,Markus Perez,Red,Middleweight
11/16/2019,Sergio Moraes,James Krause,Blue,Welterweight
11/16/2019,Eduardo Garagorri,Ricardo Ramos,Blue,Featherweight
11/16/2019,Bobby Green,Francisco Trinaldo,Blue,Lightweight
11/16/2019,Warlley Alves,Randy Brown,Blue,Welterweight
11/16/2019,Renan Barao,Douglas Silva de Andrade,Blue,Featherweight
11/16/2019,Isabela de Padua,Ariane Lipski,Blue,Women's Flyweight
11/16/2019,Tracy Cortez,Vanessa Melo,Red,Women's Bantamweight
11/09/2019,Calvin Kattar,Zabit Magomedsharipov,Blue,Featherweight
11/09/2019,Greg Hardy,Alexander Volkov,Blue,Heavyweight
11/09/2019,Zelim Imadaev,Danny Roberts,Blue,Welterweight
11/09/2019,Ed Herman,Khadis Ibragimov,Red,Light Heavyweight
11/09/2019,Anthony Rocco Martin,Ramazan Emeev,Red,Welterweight
11/09/2019,Klidson Abreu,Shamil Gamzatov,Blue,Light Heavyweight
11/09/2019,Magomed Ankalaev,Dalcha Lungiambula,Red,Light Heavyweight
11/09/2019,Rustam Khabilov,Sergey Khandozhko,Red,Welterweight
11/09/2019,Roman Kopylov,Karl Roberson,Blue,Middleweight
11/09/2019,Abubakar Nurmagomedov,David Zawada,Blue,Welterweight
11/09/2019,Roosevelt Roberts,Alexander Yakovlev,Red,Lightweight
11/09/2019,Jessica-Rose Clark,Pannie Kianzad,Blue,Women's Bantamweight
11/09/2019,Davey Grant,Grigory Popov,Red,Bantamweight
11/02/2019,Nate Diaz,Jorge Masvidal,Blue,Welterweight
11/02/2019,Kelvin Gastelum,Darren Till,Blue,Middleweight
11/02/2019,Vicente Luque,Stephen Thompson,Blue,Welterweight
11/02/2019,Blagoy Ivanov,Derrick Lewis,Blue,Heavyweight
11/02/2019,Kevin Lee,Gregor Gillespie,Red,Lightweight
11/02/2019,Johnny Walker,Corey Anderson,Blue,Light Heavyweight
11/02/2019,Makwan Amirkhani,Shane Burgos,Blue,Featherweight
11/02/2019,Edmen Shahbazyan,Brad Tavares,Red,Middleweight
11/02/2019,Andrei Arlovski,Jairzinho Rozenstruik,Blue,Heavyweight
11/02/2019,Katlyn Cerminara,Jennifer Maia,Red,Women's Flyweight
11/02/2019,Lyman Good,Chance Rencountre,Red,Welterweight
11/02/2019,Hakeem Dawodu,Julio Arce,Red,Featherweight
10/26/2019,Demian Maia,Ben Askren,Red,Welterweight
10/26/2019,Stevie Ray,Michael Johnson,Red,Lightweight
10/26/2019,Frank Camacho,Beneil Dariush,Blue,Lightweight
10/26/2019,Don'Tale Mayes,Ciryl Gane,Blue,Heavyweight
10/26/2019,Laureano Staropoli,Muslim Salikhov,Blue,Welterweight
10/26/2019,Ashley Yoder,Randa Markos,Blue,Women's Strawweight
10/26/2019,Rafael Fiziev,Alex White,Red,Lightweight
10/26/2019,Enrique Barzola,Movsar Evloev,Blue,Featherweight
10/26/2019,Sergei Pavlovich,Maurice Greene,Red,Heavyweight
10/26/2019,Loma Lookboonmee,Aleksandra Albu,Red,Women's Strawweight
10/26/2019,Raphael Pessoa,Jeff Hughes,Red,Heavyweight
10/18/2019,Chris Weidman,Dominick Reyes,Blue,Light Heavyweight
10/18/2019,Yair Rodriguez,Jeremy Stephens,Red,Featherweight
10/18/2019,Jonathan Pearce,Joe Lauzon,Blue,Lightweight
10/18/2019,Gillian Robertson,Maycee Barber,Blue,Women's Flyweight
10/18/2019,Deron Winn,Darren Stewart,Blue,Middleweight
10/18/2019,Manny Bermudez,Charles Rosa,Blue,Featherweight
10/18/2019,Molly McCann,Diana Belbita,Red,Women's Flyweight
10/18/2019,Kyle Bochniak,Sean Woodson,Blue,Featherweight
10/18/2019,Randy Costa,Boston Salmon,Red,Bantamweight
10/18/2019,Sean Brady,Court McGee,Red,Welterweight
10/18/2019,Kevin Holland,Brendan Allen,Blue,Middleweight
10/18/2019,Daniel Spitz,Tanner Boser,Blue,Heavyweight
10/12/2019,Joanna Jedrzejczyk,Michelle Waterson-Gomez,Red,Women's Strawweight
10/12/2019,Cub Swanson,Kron Gracie,Red,Featherweight
10/12/2019,James Vick,Niko Price,Blue,Welterweight
10/12/2019,Mackenzie Dern,Amanda Ribas,Blue,Women's Strawweight
10/12/2019,Luis Pena,Matt Frevola,Blue,Lightweight
10/12/2019,Eryk Anders,Gerald Meerschaert,Red,Middleweight
10/12/2019,Devin Clark,Ryan Spann,Blue,Light Heavyweight
10/12/2019,Mike Davis,Thomas Gifford,Red,Lightweight
10/12/2019,Alex Morono,Max Griffin,Red,Welterweight
10/12/2019,Deiveson Figueiredo,Tim Elliott,Red,Flyweight
10/12/2019,Andre Ewell,Marlon Vera,Blue,Bantamweight
10/12/2019,Miguel Baeza,Hector Aldana,Red,Welterweight
10/12/2019,Marvin Vettori,Andrew Sanchez,Red,Middleweight
10/12/2019,Lauren Mueller,JJ Aldrich,Blue,Women's Flyweight
10/05/2019,Israel Adesanya,Robert Whittaker,Red,UFC Middleweight Title
10/05/2019,Al Iaquinta,Dan Hooker,Blue,Lightweight
10/05/2019,Tai Tuivasa,Serghei Spivac,Blue,Heavyweight
10/05/2019,Luke Jumeau,Dhiego Lima,Blue,Welterweight
10/05/2019,Yorgan De Castro,Justin Tafa,Red,Heavyweight
10/05/2019,Jake Matthews,Rostem Akman,Red,Welterweight
10/05/2019,Maki Pitolo,Callan Potter,Blue,Welterweight
10/05/2019,Jamie Mullarkey,Brad Riddell,Blue,Lightweight
10/05/2019,Zarah Fairn,Megan Anderson,Blue,Women's Featherweight
10/05/2019,Ji Yeon Kim,Nadia Kassem,Red,Women's Flyweight
09/28/2019,Jared Cannonier,Jack Hermansson,Red,Middleweight
09/28/2019,Mark Madsen,Danilo Belluardo,Red,Lightweight
09/28/2019,Gilbert Burns,Gunnar Nelson,Red,Welterweight
09/28/2019,Khalil Rountree Jr.,Ion Cutelaba,Blue,Light Heavyweight
09/28/2019,Michal Oleksiejczuk,Ovince Saint Preux,Blue,Light Heavyweight
09/28/2019,Nicolas Dalby,Alex Oliveira,Red,Welterweight
09/28/2019,Alen Amedovski,John Phillips,Blue,Middleweight
09/28/2019,Makhmud Muradov,Alessio Di Chirico,Red,Middleweight
09/28/2019,Ismail Naurdiev,Siyar Bahadurzada,Red,Welterweight
09/28/2019,Giga Chikadze,Brandon Davis,Red,Featherweight
09/28/2019,Lina Lansberg,Macy Chiasson,Red,Women's Bantamweight
09/28/2019,Marc Diakiese,Lando Vannata,Red,Lightweight
09/28/2019,Jack Shore,Nohelin Hernandez,Red,Bantamweight
09/21/2019,Carla Esparza,Alexa Grasso,Red,Women's Strawweight
09/21/2019,Irene Aldana,Vanessa Melo,Red,Women's Bantamweight
09/21/2019,Steven Peterson,Martin Bravo,Red,Featherweight
09/21/2019,Carlos Huachin,Jose Quinonez,Blue,Bantamweight
09/21/2019,Marco Polo Reyes,Kyle Nelson,Blue,Featherweight
09/21/2019,Ariane Carnelossi,Angela Hill,Blue,Women's Strawweight
09/21/2019,Sergio Pettis,Tyson Nam,Red,Flyweight
09/21/2019,Paul Craig,Vinicius Moreira,Red,Light Heavyweight
