date,r_fighter,b_fighter,winner,weight_class
09/05/2020,Alistair Overeem,Augusto Sakai,Red,Heavyweight
09/05/2020,Ovince Saint Preux,Alonzo Menifield,Red,Light Heavyweight
09/05/2020,Michel Pereira,Zelim Imadaev,Red,Welterweight
09/05/2020,Andre Muniz,Bartosz Fabinski,Red,Middleweight
09/05/2020,Brian Kelleher,Ray Rodriguez,Red,Featherweight
09/05/2020,Viviane Araujo,Montana De La Rosa,Red,Women's Flyweight
09/05/2020,Cole Smith,Hunter Azure,Blue,Bantamweight
08/29/2020,Anthony Smith,Aleksandar Rakic,Blue,Light Heavyweight
08/29/2020,Robbie Lawler,Neil Magny,Blue,Welterweight
08/29/2020,Ji Yeon Kim,Alexa Grasso,Blue,Women's Flyweight
08/29/2020,Ricardo Lamas,Bill Algeo,Red,Featherweight
08/29/2020,Maki Pitolo,Impa Kasanganay,Blue,Middleweight
08/29/2020,Alessio Di Chirico,Zak Cummings,Blue,Middleweight
08/29/2020,Alex Caceres,Austin Springer,Red,Featherweight
08/29/2020,Sean Brady,Christian Aguilera,Red,Welterweight
08/29/2020,Polyana Viana,Emily Whitmire,Red,Women's Strawweight
08/29/2020,Mallory Martin,Hannah Cifers,Red,Women's Strawweight
08/22/2020,Pedro Munhoz,Frankie Edgar,Blue,Bantamweight
08/22/2020,Marcin Prachnio,Mike Rodriguez,Blue,Light Heavyweight
08/22/2020,Austin Hubbard,Joe Solecki,Blue,Lightweight
08/22/2020,Mariya Agapova,Shana Dobson,Blue,Women's Flyweight
08/22/2020,Daniel Rodriguez,Dwight Grant,Red,Welterweight
08/22/2020,Amanda Lemos,Mizuki,Red,Women's Strawweight
08/22/2020,Ike Villanueva,Jordan Wright,Blue,Light Heavyweight
08/22/2020,Carlton Minus,Matthew Semelsberger,Blue,Welterweight
08/15/2020,Stipe Miocic,Daniel Cormier,Red,UFC Heavyweight Title
08/15/2020,Sean O'Malley,Marlon Vera,Blue,Bantamweight
08/15/2020,Junior Dos Santos,Jairzinho Rozenstruik,Blue,Heavyweight
08/15/2020,Herbert Burns,Daniel Pineda,Blue,Featherweight
08/15/2020,John Dodson,Merab Dvalishvili,Blue,Bantamweight
08/15/2020,Jim Miller,Vinc Pichel,Blue,Lightweight
08/15/2020,Felice Herrig,Virna Jandiroba,Blue,Women's Strawweight
08/15/2020,TJ Brown,Danny Chavez,Blue,Featherweight
08/15/2020,Ashley Yoder,Livinha Souza,Blue,Women's Strawweight
08/15/2020,Chris Daukaus,Parker Porter,Red,Heavyweight
08/15/2020,Kai Kamaka,Tony Kelley,Red,Featherweight
08/08/2020,Derrick Lewis,Aleksei Oleinik,Red,Heavyweight
08/08/2020,Omari Akhmedov,Chris Weidman,Blue,Middleweight
08/08/2020,Maki Pitolo,Darren Stewart,Blue,Middleweight
08/08/2020,Yana Santos,Julija Stoliarenko,Red,Women's Bantamweight
08/08/2020,Beneil Dariush,Scott Holtzman,Red,Lightweight
08/08/2020,Tim Means,Laureano Staropoli,Red,Welterweight
08/08/2020,Kevin Holland,Joaquin Buckley,Red,Middleweight
08/08/2020,Nasrat Haqparast,Alexander Munoz,Red,Lightweight
08/08/2020,Andrew Sanchez,Wellington Turman,Red,Middleweight
08/08/2020,Gavin Tucker,Justin Jaynes,Red,Featherweight
08/08/2020,Youssef Zalal,Peter Barrett,Red,Featherweight
08/08/2020,Irwin Rivera,Ali AlQaisi,Red,Bantamweight
08/01/2020,Derek Brunson,Edmen Shahbazyan,Red,Middleweight
08/01/2020,Joanne Wood,Jennifer Maia,Blue,Women's Flyweight
08/01/2020,Vicente Luque,Randy Brown,Red,Welterweight
08/01/2020,Lando Vannata,Bobby Green,Blue,Lightweight
08/01/2020,Frankie Saenz,Jonathan Martinez,Blue,Bantamweight
08/01/2020,Johnny Munoz,Nate Maness,Blue,Featherweight
08/01/2020,Jamall Emmers,Vince Cachero,Red,Featherweight
07/25/2020,Robert Whittaker,Darren Till,Red,Middleweight
07/25/2020,Mauricio Rua,Rogerio Nogueira,Red,Light Heavyweight
07/25/2020,Fabricio Werdum,Alexander Gustafsson,Red,Heavyweight
07/25/2020,Carla Esparza,Marina Rodriguez,Red,Women's Strawweight
07/25/2020,Paul Craig,Gadzhimurad Antigulov,Red,Light Heavyweight
07/25/2020,Alex Oliveira,Peter Sobotta,Red,Welterweight
07/25/2020,Khamzat Chimaev,Rhys McKee,Red,Welterweight
07/25/2020,Francisco Trinaldo,Jai Herbert,Red,Lightweight
07/25/2020,Tom Aspinall,Jake Collier,Red,Heavyweight
07/25/2020,Movsar Evloev,Mike Grundy,Red,Featherweight
07/25/2020,Tanner Boser,Raphael Pessoa,Red,Heavyweight
07/25/2020,Bethe Correia,Pannie Kianzad,Blue,Women's Bantamweight
07/25/2020,Ramazan Emeev,Niklas Stolze,Red,Welterweight
07/25/2020,Nathaniel Wood,John Castaneda,Red,Bantamweight
07/18/2020,Deiveson Figueiredo,Joseph Benavidez,Red,UFC Flyweight Title
07/18/2020,Jack Hermansson,Kelvin Gastelum,Red,Middleweight
07/18/2020,Marc Diakiese,Rafael Fiziev,Blue,Lightweight
07/18/2020,Ariane Lipski,Luana Carolina,Red,Women's Flyweight
07/18/2020,Alexandre Pantoja,Askar Askarov,Blue,Flyweight
07/18/2020,Roman Dolidze,Khadis Ibragimov,Red,Light Heavyweight
07/18/2020,Grant Dawson,Nad Narimani,Red,Catch Weight
07/18/2020,Joe Duffy,Joel Alvarez,Blue,Lightweight
07/18/2020,Brett Johns,Montel Jackson,Red,Bantamweight
07/18/2020,Malcolm Gordon,Amir Albazi,Blue,Bantamweight
07/18/2020,Davi Ramos,Arman Tsarukyan,Blue,Lightweight
07/18/2020,Carlos Felipe,Serghei Spivac,Blue,Heavyweight
07/15/2020,Calvin Kattar,Dan Ige,Red,Featherweight
07/15/2020,Tim Elliott,Ryan Benoit,Red,Flyweight
07/15/2020,Jimmie Rivera,Cody Stamann,Red,Featherweight
07/15/2020,Molly McCann,Taila Santos,Blue,Women's Flyweight
07/15/2020,Abdul Razak Alhassan,Mounir Lazzez,Blue,Welterweight
07/15/2020,John Phillips,Khamzat Chimaev,Blue,Middleweight
07/15/2020,Ricardo Ramos,Lerone Murphy,Blue,Featherweight
07/15/2020,Modestas Bukauskas,Andreas Michailidis,Red,Light Heavyweight
07/15/2020,Jared Gordon,Chris Fishgold,Red,Featherweight
07/15/2020,Diana Belbita,Liana Jojua,Blue,Women's Flyweight
07/15/2020,Jack Shore,Aaron Phillips,Red,Bantamweight
07/11/2020,Kamaru Usman,Jorge Masvidal,Red,UFC Welterweight Title
07/11/2020,Alexander Volkanovski,Max Holloway,Red,UFC Featherweight Title
07/11/2020,Petr Yan,Jose Aldo,Red,UFC Bantamweight Title
07/11/2020,Jessica Andrade,Rose Namajunas,Blue,Women's Strawweight
07/11/2020,Amanda Ribas,Paige VanZant,Red,Women's Flyweight
07/11/2020,Volkan Oezdemir,Jiri Prochazka,Blue,Light Heavyweight
07/11/2020,Elizeu Zaleski dos Santos,Muslim Salikhov,Blue,Welterweight
07/11/2020,Makwan Amirkhani,Danny Henry,Red,Featherweight
07/11/2020,Leonardo Santos,Roman Bogatov,Red,Lightweight
07/11/2020,Marcin Tybura,Maxim Grishin,Red,Heavyweight
07/11/2020,Raulian Paiva,Zhalgas Zhumagulov,Red,Flyweight
07/11/2020,Karol Rosa,Vanessa Melo,Red,Women's Bantamweight
07/11/2020,Martin Day,Davey Grant,Blue,Bantamweight
06/27/2020,Dustin Poirier,Dan Hooker,Red,Lightweight
06/27/2020,Mike Perry,Mickey Gall,Red,Welterweight
06/27/2020,Gian Villante,Maurice Greene,Blue,Heavyweight
06/27/2020,Brendan Allen,Kyle Daukaus,Red,Middleweight
06/27/2020,Takashi Sato,Jason Witt,Red,Welterweight
06/27/2020,Sean Woodson,Julian Erosa,Blue,Catch Weight
06/27/2020,Luis Pena,Khama Worthy,Blue,Lightweight
06/27/2020,Philipe Lins,Tanner Boser,Blue,Heavyweight
06/27/2020,Kay Hansen,Jinh Yu Frey,Red,Women's Strawweight
06/27/2020,Jordan Griffin,Youssef Zalal,Blue,Featherweight
06/20/2020,Curtis Blaydes,Alexander Volkov,Red,Heavyweight
06/20/2020,Josh Emmett,Shane Burgos,Red,Featherweight
06/20/2020,Raquel Pennington,Marion Reneau,Red,Women's Bantamweight
06/20/2020,Belal Muhammad,Lyman Good,Red,Welterweight
06/20/2020,Jim Miller,Roosevelt Roberts,Red,Catch Weight
06/20/2020,Clay Guida,Bobby Green,Blue,Lightweight
06/20/2020,Tecia Torres,Brianna Fortino,Red,Women's Strawweight
06/20/2020,Cortney Casey,Gillian Robertson,Blue,Women's Flyweight
06/20/2020,Frank Camacho,Justin Jaynes,Blue,Lightweight
06/20/2020,Roxanne Modafferi,Lauren Murphy,Blue,Women's Flyweight
06/20/2020,Austin Hubbard,Max Rohskopf,Red,Lightweight
06/13/2020,Jessica Eye,Cynthia Calvillo,Blue,Women's Flyweight
06/13/2020,Karl Roberson,Marvin Vettori,Blue,Middleweight
06/13/2020,Charles Rosa,Kevin Aguilar,Red,Lightweight
06/13/2020,Andre Fili,Charles Jourdain,Red,Featherweight
06/13/2020,Jordan Espinosa,Mark De La Rosa,Red,Bantamweight
06/13/2020,Mariya Agapova,Hannah Cifers,Red,Women's Flyweight
06/13/2020,Merab Dvalishvili,Gustavo Lopez,Red,Catch Weight
06/13/2020,Julia Avila,Gina Mazany,Red,Women's Bantamweight
06/13/2020,Tyson Nam,Zarrukh Adashev,Red,Bantamweight
06/13/2020,Anthony Ivy,Christian Aguilera,Blue,Welterweight
06/06/2020,Amanda Nunes,Felicia Spencer,Red,UFC Women's Featherweight Title
06/06/2020,Raphael Assuncao,Cody Garbrandt,Blue,Bantamweight
06/06/2020,Aljamain Sterling,Cory Sandhagen,Red,Bantamweight
06/06/2020,Neil Magny,Anthony Rocco Martin,Red,Welterweight
06/06/2020,Eddie Wineland,Sean O'Malley,Blue,Bantamweight
06/06/2020,Alex Caceres,Chase Hooper,Red,Featherweight
06/06/2020,Ian Heinisch,Gerald Meerschaert,Red,Middleweight
06/06/2020,Cody Stamann,Brian Kelleher,Red,Featherweight
06/06/2020,Charles Byrd,Maki Pitolo,Blue,Middleweight
06/06/2020,Jussier Formiga,Alex Perez,Blue,Flyweight
06/06/2020,Alonzo Menifield,Devin Clark,Blue,Light Heavyweight
06/06/2020,Evan Dunham,Herbert Burns,Blue,Catch Weight
05/30/2020,Tyron Woodley,Gilbert Burns,Blue,Welterweight
05/30/2020,Blagoy Ivanov,Augusto Sakai,Blue,Heavyweight
05/30/2020,Billy Quarantillo,Spike Carlyle,Red,Catch Weight
05/30/2020,Roosevelt Roberts,Brok Weaver,Red,Lightweight
05/30/2020,Mackenzie Dern,Hannah Cifers,Red,Women's Strawweight
05/30/2020,Katlyn Cerminara,Antonina Shevchenko,Red,Women's Flyweight
05/30/2020,Daniel Rodriguez,Gabe Green,Red,Welterweight
05/30/2020,Tim Elliott,Brandon Royval,Blue,Flyweight
05/30/2020,Louis Smolka,Casey Kenney,Blue,Bantamweight
05/30/2020,Chris Gutierrez,Vince Morales,Red,Featherweight
05/16/2020,Alistair Overeem,Walt Harris,Red,Heavyweight
05/16/2020,Claudia Gadelha,Angela Hill,Red,Women's Strawweight
05/16/2020,Dan Ige,Edson Barboza,Red,Featherweight
05/16/2020,Eryk Anders,Krzysztof Jotko,Blue,Middleweight
05/16/2020,Song Yadong,Marlon Vera,Red,Featherweight
05/16/2020,Matt Brown,Miguel Baeza,Blue,Welterweight
05/16/2020,Anthony Hernandez,Kevin Holland,Blue,Middleweight
05/16/2020,Giga Chikadze,Irwin Rivera,Red,Featherweight
05/16/2020,Darren Elkins,Nate Landwehr,Blue,Featherweight
05/16/2020,Cortney Casey,Mara Romero Borella,Red,Women's Flyweight
05/16/2020,Rodrigo Nascimento,Don'Tale Mayes,Red,Heavyweight
05/13/2020,Anthony Smith,Glover Teixeira,Blue,Light Heavyweight
05/13/2020,Ben Rothwell,Ovince Saint Preux,Red,Heavyweight
05/13/2020,Alexander Hernandez,Drew Dober,Blue,Lightweight
05/13/2020,Ricky Simon,Ray Borg,Red,Bantamweight
05/13/2020,Andrei Arlovski,Philipe Lins,Red,Heavyweight
05/13/2020,Michael Johnson,Thiago Moises,Blue,Lightweight
05/13/2020,Sijara Eubanks,Sarah Moras,Red,Women's Bantamweight
05/13/2020,Gabriel Benitez,Omar Morales,Blue,Lightweight
05/13/2020,Hunter Azure,Brian Kelleher,Blue,Featherweight
05/13/2020,Chase Sherman,Ike Villanueva,Red,Heavyweight
05/09/2020,Tony Ferguson,Justin Gaethje,Blue,UFC Interim Lightweight Title
05/09/2020,Henry Cejudo,Dominick Cruz,Red,UFC Bantamweight Title
05/09/2020,Francis Ngannou,Jairzinho Rozenstruik,Red,Heavyweight
05/09/2020,Jeremy Stephens,Calvin Kattar,Blue,Featherweight
05/09/2020,Greg Hardy,Yorgan De Castro,Red,Heavyweight
05/09/2020,Anthony Pettis,Donald Cerrone,Red,Welterweight
05/09/2020,Aleksei Oleinik,Fabricio Werdum,Red,Heavyweight
05/09/2020,Carla Esparza,Michelle Waterson-Gomez,Red,Women's Strawweight
05/09/2020,Vicente Luque,Niko Price,Red,Welterweight
05/09/2020,Bryce Mitchell,Charles Rosa,Red,Featherweight
05/09/2020,Ryan Spann,Sam Alvey,Red,Light Heavyweight
03/14/2020,Kevin Lee,Charles Oliveira,Blue,Lightweight
03/14/2020,Demian Maia,Gilbert Burns,Blue,Welterweight
03/14/2020,Renato Moicano,Damir Hadzovic,Red,Lightweight
03/14/2020,Johnny Walker,Nikita Krylov,Blue,Light Heavyweight
03/14/2020,Francisco Trinaldo,John Makdessi,Red,Lightweight
03/14/2020,Jussier Formiga,Brandon Moreno,Blue,Flyweight
03/14/2020,Amanda Ribas,Randa Markos,Red,Women's Strawweight
03/14/2020,Elizeu Zaleski dos Santos,Aleksei Kunchenko,Red,Welterweight
03/14/2020,Mayra Bueno Silva,Maryna Moroz,Blue,Women's Flyweight
03/14/2020,Bruno Silva,David Dvorak,Blue,Flyweight
03/14/2020,Veronica Hardy,Bea Malecki,Blue,Women's Bantamweight
03/07/2020,Israel Adesanya,Yoel Romero,Red,UFC Middleweight Title
03/07/2020,Zhang Weili,Joanna Jedrzejczyk,Red,UFC Women's Strawweight Title
03/07/2020,Beneil Dariush,Drakkar Klose,Red,Lightweight
03/07/2020,Neil Magny,Li Jingliang,Red,Welterweight
03/07/2020,Alex Oliveira,Max Griffin,Red,Welterweight
03/07/2020,Sean O'Malley,Jose Quinonez,Red,Bantamweight
03/07/2020,Mark Madsen,Austin Hubbard,Red,Lightweight
03/07/2020,Rodolfo Vieira,Saparbeg Safarov,Red,Middleweight
03/07/2020,Gerald Meerschaert,Deron Winn,Red,Middleweight
03/07/2020,Giga Chikadze,Jamall Emmers,Red,Featherweight
03/07/2020,Batgerel Danaa,Guido Cannetti,Red,Bantamweight
02/29/2020,Joseph Benavidez,Deiveson Figueiredo,Blue,Flyweight
02/29/2020,Felicia Spencer,Zarah Fairn,Red,Women's Featherweight
02/29/2020,Ion Cutelaba,Magomed Ankalaev,Blue,Light Heavyweight
02/29/2020,Megan Anderson,Norma Dumont,Red,Women's Featherweight
02/29/2020,Grant Dawson,Darrick Minner,Red,Featherweight
02/29/2020,Gabriel Silva,Kyler Phillips,Blue,Bantamweight
02/29/2020,Brendan Allen,Tom Breese,Red,Middleweight
02/29/2020,Marcin Tybura,Serghei Spivac,Red,Heavyweight
02/29/2020,Luis Pena,Steve Garcia,Red,Lightweight
02/29/2020,Jordan Griffin,TJ Brown,Red,Featherweight
02/29/2020,Aalon Cruz,Spike Carlyle,Blue,Featherweight
02/29/2020,Sean Brady,Ismail Naurdiev,Red,Welterweight
02/22/2020,Paul Felder,Dan Hooker,Blue,Lightweight
02/22/2020,Jimmy Crute,Michal Oleksiejczuk,Red,Light Heavyweight
02/22/2020,Karolina Kowalkiewicz,Yan Xiaonan,Blue,Women's Strawweight
02/22/2020,Ben Sosoli,Marcos Rogerio de Lima,Blue,Heavyweight
02/22/2020,Brad Riddell,Magomed Mustafaev,Red,Lightweight
02/22/2020,Kevin Aguilar,Zubaira Tukhugov,Blue,Featherweight
02/22/2020,Jalin Turner,Josh Culibao,Red,Lightweight
02/22/2020,Jake Matthews,Emil Meek,Red,Welterweight
02/22/2020,Callan Potter,Song Kenan,Blue,Welterweight
02/22/2020,Kai Kara-France,Tyson Nam,Red,Flyweight
02/22/2020,Loma Lookboonmee,Angela Hill,Blue,Women's Strawweight
02/22/2020,Priscila Cachoeira,Shana Dobson,Red,Women's Flyweight
02/15/2020,Corey Anderson,Jan Blachowicz,Blue,Light Heavyweight
02/15/2020,Diego Sanchez,Michel Pereira,Red,Welterweight
02/15/2020,Montana De La Rosa,Mara Romero Borella,Red,Women's Flyweight
02/15/2020,Brok Weaver,Kazula Vargas,Red,Lightweight
02/15/2020,Rogerio Bontorin,Ray Borg,Blue,Flyweight
02/15/2020,Lando Vannata,Yancy Medeiros,Red,Lightweight
02/15/2020,Tim Means,Daniel Rodriguez,Blue,Welterweight
02/15/2020,John Dodson,Nathaniel Wood,Red,Bantamweight
02/15/2020,Jim Miller,Scott Holtzman,Blue,Lightweight
02/15/2020,Devin Clark,Dequan Townsend,Red,Light Heavyweight
02/15/2020,Casey Kenney,Merab Dvalishvili,Blue,Bantamweight
02/15/2020,Macy Chiasson,Shanna Young,Red,Women's Bantamweight
02/15/2020,Mark De La Rosa,Raulian Paiva,Blue,Flyweight
02/08/2020,Jon Jones,Dominick Reyes,Red,UFC Light Heavyweight Title
02/08/2020,Valentina Shevchenko,Katlyn Cerminara,Red,UFC Women's Flyweight Title
02/08/2020,Juan Adams,Justin Tafa,Blue,Heavyweight
02/08/2020,Mirsad Bektic,Dan Ige,Blue,Featherweight
02/08/2020,Derrick Lewis,Ilir Latifi,Red,Heavyweight
02/08/2020,Trevin Giles,James Krause,Red,Middleweight
02/08/2020,Lauren Murphy,Andrea Lee,Red,Women's Flyweight
02/08/2020,Alex Morono,Khaos Williams,Blue,Welterweight
02/08/2020,Miles Johns,Mario Bautista,Blue,Bantamweight
02/08/2020,Andre Ewell,Jonathan Martinez,Red,Bantamweight
02/08/2020,Austin Lingo,Youssef Zalal,Blue,Featherweight
01/25/2020,Curtis Blaydes,Junior Dos Santos,Red,Heavyweight
01/25/2020,Rafael Dos Anjos,Michael Chiesa,Blue,Welterweight
01/25/2020,Jordan Espinosa,Alex Perez,Blue,Flyweight
01/25/2020,Hannah Cifers,Angela Hill,Blue,Women's Strawweight
01/25/2020,Jamahal Hill,Darko Stosic,Red,Light Heavyweight
01/25/2020,Bevon Lewis,Dequan Townsend,Red,Middleweight
01/25/2020,Arnold Allen,Nik Lentz,Red,Featherweight
01/25/2020,Justine Kish,Lucie Pudilova,Red,Women's Flyweight
01/25/2020,Montel Jackson,Felipe Colares,Red,Bantamweight
01/25/2020,Sara McMann,Lina Lansberg,Red,Women's Bantamweight
01/25/2020,Brett Johns,Tony Gravely,Red,Bantamweight
01/25/2020,Herbert Burns,Nate Landwehr,Red,Featherweight
01/18/2020,Conor McGregor,Donald Cerrone,Red,Welterweight
01/18/2020,Holly Holm,Raquel Pennington,Red,Women's Bantamweight
01/18/2020,Aleksei Oleinik,Maurice Greene,Red,Heavyweight
01/18/2020,Brian Kelleher,Ode Osbourne,Red,Bantamweight
01/18/2020,Anthony Pettis,Diego Ferreira,Blue,Lightweight
01/18/2020,Roxanne Modafferi,Maycee Barber,Red,Women's Flyweight
01/18/2020,Andre Fili,Sodiq Yusuff,Blue,Featherweight
01/18/2020,Tim Elliott,Askar Askarov,Blue,Flyweight
01/18/2020,Drew Dober,Nasrat Haqparast,Red,Lightweight
01/18/2020,Aleksa Camur,Justin Ledet,Red,Light Heavyweight
01/18/2020,Sabina Mazo,JJ Aldrich,Red,Women's Flyweight
12/21/2019,Frankie Edgar,Chan Sung Jung,Blue,Featherweight
12/21/2019,Volkan Oezdemir,Aleksandar Rakic,Red,Light Heavyweight
12/21/2019,Dooho Choi,Charles Jourdain,Blue,Featherweight
12/21/2019,Da Woon Jung,Mike Rodriguez,Red,Light Heavyweight
12/21/2019,JunYong Park,Marc-Andre Barriault,Red,Middleweight
12/21/2019,Kyung Ho Kang,Pingyuan Liu,Red,Bantamweight
12/21/2019,Ciryl Gane,Tanner Boser,Red,Heavyweight
12/21/2019,SeungWoo Choi,Suman Mokhtarian,Red,Featherweight
12/21/2019,Dong Hyun Ma,Omar Morales,Blue,Lightweight
12/21/2019,Alexandre Pantoja,Matt Schnell,Red,Flyweight
12/21/2019,Raoni Barcelos,Said Nurmagomedov,Red,Bantamweight
12/21/2019,Miranda Granger,Amanda Lemos,Blue,Women's Strawweight
12/21/2019,Alatengheili,Ryan Benoit,Red,Bantamweight
12/14/2019,Kamaru Usman,Colby Covington,Red,UFC Welterweight Title
12/14/2019,Max Holloway,Alexander Volkanovski,Blue,UFC Featherweight Title
12/14/2019,Amanda Nunes,Germaine de Randamie,Red,UFC Women's Bantamweight Title
12/14/2019,Marlon Moraes,Jose Aldo,Red,Bantamweight
12/14/2019,Petr Yan,Urijah Faber,Red,Bantamweight
12/14/2019,Geoff Neal,Mike Perry,Red,Welterweight
12/14/2019,Ketlen Vieira,Irene Aldana,Blue,Women's Bantamweight
12/14/2019,Ian Heinisch,Omari Akhmedov,Blue,Middleweight
12/14/2019,Matt Brown,Ben Saunders,Red,Welterweight
12/14/2019,Chase Hooper,Daniel Teymur,Red,Featherweight
12/14/2019,Brandon Moreno,Kai Kara-France,Red,Flyweight
12/14/2019,Jessica Eye,Viviane Araujo,Red,Women's Flyweight
12/14/2019,Punahele Soriano,Oskar Piechota,Red,Middleweight
12/07/2019,Alistair Overeem,Jairzinho Rozenstruik,Blue,Heavyweight
12/07/2019,Stefan Struve,Ben Rothwell,Blue,Heavyweight
12/07/2019,Aspen Ladd,Yana Santos,Red,Women's Bantamweight
12/07/2019,Rob Font,Ricky Simon,Red,Bantamweight
12/07/2019,Thiago Alves,Tim Means,Blue,Welterweight
12/07/2019,Billy Quarantillo,Jacob Kilburn,Red,Featherweight
12/07/2019,Bryce Mitchell,Matt Sayles,Red,Featherweight
12/07/2019,Joe Solecki,Matt Wiman,Red,Lightweight
12/07/2019,Virna Jandiroba,Mallory Martin,Red,Women's Strawweight
12/07/2019,Makhmud Muradov,Trevor Smith,Red,Middleweight
11/16/2019,Jan Blachowicz,Jacare Souza,Red,Light Heavyweight
11/16/2019,Charles Oliveira,Jared Gordon,Red,Lightweight
11/16/2019,Antonio Arroyo,Andre Muniz,Blue,Middleweight
11/16/2019,Markus Perez,Wellington Turman,Blue,Middleweight
11/16/2019,Sergio Moraes,James Krause,Blue,Welterweight
11/16/2019,Ricardo Ramos,Eduardo Garagorri,Red,Featherweight
11/16/2019,Francisco Trinaldo,Bobby Green,Red,Lightweight
11/16/2019,Warlley Alves,Randy Brown,Blue,Welterweight
11/16/2019,Douglas Silva de Andrade,Renan Barao,Red,Featherweight
11/16/2019,Ariane Lipski,Isabela de Padua,Red,Women's Flyweight
11/16/2019,Vanessa Melo,Tracy Cortez,Blue,Women's Bantamweight
11/09/2019,Zabit Magomedsharipov,Calvin Kattar,Red,Featherweight
11/09/2019,Alexander Volkov,Greg Hardy,Red,Heavyweight
11/09/2019,Zelim Imadaev,Danny Roberts,Blue,Welterweight
11/09/2019,Khadis Ibragimov,Ed Herman,Blue,Light Heavyweight
11/09/2019,Ramazan Emeev,Anthony Rocco Martin,Blue,Welterweight
11/09/2019,Shamil Gamzatov,Klidson Abreu,Red,Light Heavyweight
11/09/2019,Magomed Ankalaev,Dalcha Lungiambula,Red,Light Heavyweight
11/09/2019,Rustam Khabilov,Sergey Khandozhko,Red,Welterweight
11/09/2019,Roman Kopylov,Karl Roberson,Blue,Middleweight
11/09/2019,Abubakar Nurmagomedov,David Zawada,Blue,Welterweight
11/09/2019,Alexander Yakovlev,Roosevelt Roberts,Blue,Lightweight
11/09/2019,Jessica-Rose Clark,Pannie Kianzad,Blue,Women's Bantamweight
11/09/2019,Grigory Popov,Davey Grant,Blue,Bantamweight
11/02/2019,Jorge Masvidal,Nate Diaz,Red,Welterweight
11/02/2019,Kelvin Gastelum,Darren Till,Blue,Middleweight
11/02/2019,Stephen Thompson,Vicente Luque,Red,Welterweight
11/02/2019,Derrick Lewis,Blagoy Ivanov,Red,Heavyweight
11/02/2019,Kevin Lee,Gregor Gillespie,Red,Lightweight
11/02/2019,Corey Anderson,Johnny Walker,Red,Light Heavyweight
11/02/2019,Shane Burgos,Makwan Amirkhani,Red,Featherweight
11/02/2019,Brad Tavares,Edmen Shahbazyan,Blue,Middleweight
11/02/2019,Andrei Arlovski,Jairzinho Rozenstruik,Blue,Heavyweight
11/02/2019,Katlyn Cerminara,Jennifer Maia,Red,Women's Flyweight
11/02/2019,Lyman Good,Chance Rencountre,Red,Welterweight
11/02/2019,Julio Arce,Hakeem Dawodu,Blue,Featherweight
10/26/2019,Demian Maia,Ben Askren,Red,Welterweight
10/26/2019,Michael Johnson,Stevie Ray,Blue,Lightweight
10/26/2019,Frank Camacho,Beneil Dariush,Blue,Lightweight
10/26/2019,Ciryl Gane,Don'Tale Mayes,Red,Heavyweight
10/26/2019,Muslim Salikhov,Laureano Staropoli,Red,Welterweight
10/26/2019,Randa Markos,Ashley Yoder,Red,Women's Strawweight
10/26/2019,Alex White,Rafael Fiziev,Blue,Lightweight
10/26/2019,Enrique Barzola,Movsar Evloev,Blue,Featherweight
10/26/2019,Maurice Greene,Sergei Pavlovich,Blue,Heavyweight
10/26/2019,Loma Lookboonmee,Aleksandra Albu,Red,Women's Strawweight
10/26/2019,Raphael Pessoa,Jeff Hughes,Red,Heavyweight
10/18/2019,Dominick Reyes,Chris Weidman,Red,Light Heavyweight
10/18/2019,Yair Rodriguez,Jeremy Stephens,Red,Featherweight
10/18/2019,Joe Lauzon,Jonathan Pearce,Red,Lightweight
10/18/2019,Maycee Barber,Gillian Robertson,Red,Women's Flyweight
10/18/2019,Deron Winn,Darren Stewart,Blue,Middleweight
10/18/2019,Charles Rosa,Manny Bermudez,Red,Featherweight
10/18/2019,Molly McCann,Diana Belbita,Red,Women's Flyweight
10/18/2019,Kyle Bochniak,Sean Woodson,Blue,Featherweight
10/18/2019,Randy Costa,Boston Salmon,Red,Bantamweight
10/18/2019,Court McGee,Sean Brady,Blue,Welterweight
10/18/2019,Brendan Allen,Kevin Holland,Red,Middleweight
10/18/2019,Daniel Spitz,Tanner Boser,Blue,Heavyweight
10/12/2019,Joanna Jedrzejczyk,Michelle Waterson-Gomez,Red,Women's Strawweight
10/12/2019,Cub Swanson,Kron Gracie,Red,Featherweight
10/12/2019,Niko Price,James Vick,Red,Welterweight
10/12/2019,Mackenzie Dern,Amanda Ribas,Blue,Women's Strawweight
10/12/2019,Matt Frevola,Luis Pena,Red,Lightweight
10/12/2019,Eryk Anders,Gerald Meerschaert,Red,Middleweight
10/12/2019,Ryan Spann,Devin Clark,Red,Light Heavyweight
10/12/2019,Mike Davis,Thomas Gifford,Red,Lightweight
10/12/2019,Max Griffin,Alex Morono,Blue,Welterweight
10/12/2019,Deiveson Figueiredo,Tim Elliott,Red,Flyweight
10/12/2019,Marlon Vera,Andre Ewell,Red,Bantamweight
10/12/2019,Miguel Baeza,Hector Aldana,Red,Welterweight
10/12/2019,Marvin Vettori,Andrew Sanchez,Red,Middleweight
10/12/2019,JJ Aldrich,Lauren Mueller,Red,Women's Flyweight
10/05/2019,Robert Whittaker,Israel Adesanya,Blue,UFC Middleweight Title
10/05/2019,Al Iaquinta,Dan Hooker,Blue,Lightweight
